Hugo_Symbol	Entrez_Gene_Id	P01_Pri	P01_Rec	P02_Pri	P02_Rec	P04_Pri	P04_Rec1	P04_Rec2	P04_Rec3	P05_Pri	P05_Rec	P06_Pri	P06_Rec	P07_Pri	P07_Rec	P08_Pri	P08_Rec	P09_Pri	P09_Rec	P10_Pri	P10_Rec	P11_Pri	P11_Rec	P12_Pri	P12_Rec	P13_Pri	P13_Rec	P15_Pri	P15_Rec	P16_Pri	P16_Rec	P17_Pri_A	P17_Pri_B	P17_Pri_C	P17_Rec1_A	P17_Rec1_B	P17_Rec1_C	P17_Rec1_D	P18_Pri_A	P18_Pri_B	P18_Pri_C	P18_Pri_D	P18_Rec	P21_Pri	P21_Rec	P24_Pri	P24_Rec1	P24_Rec2	P25_Pri	P25_Rec	P26_Pri_A	P26_Pri_B	P26_Rec1_A	P26_Rec1_B	P27_Pri_A	P27_Pri_B	P27_Rec1_A	P27_Rec1_B	P28_Pri	P28_Rec	P29_Pri	P29_Rec
LOC100130426	100130426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2Q2P3	100133144	8.7141	36.4493	11.8131	8.6116	0	5.3382	3.7845	8.3071	2.7732	8.2828	15.9543	13.3697	12.1953	18.0533	1.3557	8.2018	6.1558	12.1517	4.8202	1.9729	6.6894	4.9482	0	9.2877	2.8886	3.2854	2.8667	11.5179	19.0403	9.3418	13.735	0	12.8176	11.2508	10.5927	11.9739	6.2159	8.9181	8.8809	3.7821	0.2608	6.727	1.9856	6.9913	9.1544	3.832	2.3309	5.897	1.5131	7.6247	2.6491	15.9012	3.2082	6.2575	9.339	0.3761	1.9313	1.948	3.2066	12.1315	5.676
UBE2Q2P3	100134869	22.7523	21.1767	11.0242	5.0835	30.261	27.8886	8.723	15.4466	12.7776	19.9402	10.9274	10.9028	13.4828	12.5528	0	7.5153	7.3111	32.8419	17.0278	22.454	14.7903	12.0431	11.4943	12.0403	3.7688	2.6816	12.9387	19.8856	20.6123	4.5044	19.6505	19.3263	10.7402	11.0849	8.5277	16.8403	11.8149	22.8164	28.6519	15.7086	10.6909	17.2831	9.9115	28.3769	11.0029	25.7039	15.798	15.8615	3.0261	8.0882	18.4959	18.3667	13.8006	9.0273	20.7971	18.0536	2.4169	5.9037	17.3891	13.9548	10.0907
LOC149767	10357	268.5756	156.6874	185.1384	269.8363	216.3409	159.759	198.1884	208.5413	255.2882	129.7185	170.7359	257.5009	172.4738	187.7013	258.5494	195.9425	215.3238	165.4879	121.0287	177.1364	160.8456	209.7389	134.5632	105.157	154.5224	190.5897	190.8267	201.4367	207.4884	151.9785	223.4898	190.7289	207.0995	223.7332	140.0574	157.9929	175.4164	153.5052	124.0403	99.4261	159.8269	198.8037	179.1255	171.7684	199.5575	163.1876	160.6906	198.4947	170.4501	90.6006	159.4614	111.6822	102.217	98.981	226.6235	173.134	161.8951	217.741	229.737	135.6106	104.1309
TIMM23	10431	845.815	390.2692	621.4533	835.7286	812.5079	576.9055	551.9467	607.8956	386.1776	645.755	421.707	313.5604	673.4177	702.215	875.4448	749.4571	563.4801	568.5556	907.1461	878.6171	744.2891	784.5006	1290.2299	762.1428	614.7018	745.5247	739.1338	617.601	523.5547	561.8031	574.8565	795.693	561.1029	578.813	518.1644	588.1741	419.9288	649.1165	550.2967	700.2751	520.9875	685.3412	867.2589	545.0581	649.4592	582.2785	830.9054	874.3339	677.8464	575.0925	548.1747	660.8812	613.4897	622.0472	527.5437	846.2623	768.1855	665.5201	706.2738	613.9905	1183.6815
MOXD2	136542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC155060	155060	182.5047	325.0518	131.1419	83.475	80.696	216.5221	332.0557	244.5634	186.239	222.1029	198.9247	674.1796	224.9548	260.7981	161.3286	288.2846	515.6375	260.0767	256.2585	204.0586	182.0661	84.5421	187.3563	504.5405	177.1613	161.4602	276.4391	246.3207	493.7275	256.0078	775.6912	526.2286	691.206	687.9387	524.8566	501.2743	421.8268	503.4259	489.5819	311.8521	752.5375	336.5628	620.7014	813.9535	794.002	515.1515	373.3679	333.9254	719.7075	1251.5332	638.7393	762.7948	376.5396	307.0866	312.3785	92.9008	270.6767	80.3859	250.3169	205.9449	308.6322
RNU12-2P	26823	0.4196	1.7253	0	0.3261	0	2.5559	0.8069	0.6691	0	0	0.336	0.4954	0.7233	0.8621	0.6779	0.4136	0	1.0226	1.8207	0.7516	0	0.4144	0	0.6665	1.4794	0.702	0.3099	0	1.0527	0.5892	0.5216	1.1044	0.5354	0.6382	0	0.9147	0.4745	2.1637	2.2078	1.8563	0.5215	0.8425	0.4102	3.876	0.9833	3.0687	0.4316	2.2202	0.5044	1.9641	1.1969	0.445	0	0	1.2962	0	0	0	0.6337	0.2746	0.7883
SSX9	280660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC317712	317712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXORF67	340602	2.0978	3.4507	1.7301	1.3043	3.0261	8.7631	2.8243	2.0074	0	2.7609	2.0161	1.4861	0	1.7243	2.3725	3.3089	7.0878	5.7946	1.8207	4.5096	2.0457	2.901	12.069	7.6648	0	1.755	1.5495	2.2898	8.4218	2.3568	7.3031	7.1784	3.7478	5.1053	1.912	3.6589	5.694	5.0487	7.7273	8.3532	5.7366	9.2671	4.5127	10.6589	0	6.5209	3.8848	4.4405	7.5653	13.356	11.5699	9.7908	4.6921	6.4845	3.5645	5.2656	1.4494	1.4956	2.5349	9.3362	7.4892
EFCAB8	388795	0.4196	0.3451	0.346	0	0	0.3651	0	0.3346	0.7405	0.3068	0.672	0	3.255	0.8621	0.3389	0	1.4176	0.3409	1.8207	1.1274	0	0	0.5747	0.9998	0	0.702	0.6198	0.9814	0	0.2946	1.0433	0.5522	0.5354	1.9145	0.956	0	0	0	0.552	0	0	0.4212	0.4102	0.969	0.4916	0.3836	0	1.7762	0.5044	1.1785	0.399	0	1.173	0	5.8328	0	1.0871	0	0.9506	0.5492	1.9708
SRP14P1	390284	12.5865	15.1829	14.8789	10.4344	23.2001	10.5888	9.6833	5.6875	8.8862	10.4302	4.3683	19.8142	4.34	11.6389	11.8624	6.2041	10.6317	5.4538	3.1862	6.7644	9.8875	16.1625	9.7701	21.328	7.0273	11.934	7.7477	6.5424	20.3527	12.0786	2.6082	1.6565	4.2832	6.3816	5.7361	7.3179	4.745	6.4912	6.0715	6.961	4.1721	5.8972	4.1025	2.907	5.4081	3.8358	9.9277	4.8845	5.5479	14.5344	8.7772	4.8954	1.7595	3.7054	15.2301	12.4118	6.8847	6.73	8.872	6.3156	3.9417
LOC391343	391343	0	0	0.346	0	0	0.3651	0	0	0	0	0	0	0	0	0.3389	0	0	0.3409	0	0.3758	0.3409	0	1.7241	0.6665	0.3699	0	0.3099	0	0.3509	0	0	0	0	0.6382	0	0	0	0	0	0	0	0	0.4102	0.4845	0	0	0	0.444	0	0	0.399	0	0	0	0	0.3761	0.3624	1.4956	0	0	0
TRIM75P	391714	0	0.3451	0	0.3261	0	0.3651	0.4035	1.0037	0.3703	0.3068	0.672	0.9907	0	0.4311	0.3389	0.4136	0.3544	0.6817	0	0.3758	0.3409	0	0	0.3333	1.4794	1.755	0.3099	0	0.3509	0	1.5649	0	0.5354	0	0.956	0	0	0	0.552	0.4641	0	0.4212	0	0.4845	0.9833	0	0	0	0	1.5713	0.399	0	0	0	0	0	0	0	1.2674	0	0
SPATA31B1P	404770	0	0	0	0	0	0	0	0	0	0	0.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5892	0	0	0	0	0	0	0	0.3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC286106	441362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR16C6P	442388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC553137	553137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3409	0	0	0	0	0	0	0.3271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3624	0	0	0	0
KIAA1618	57714	315.0829	541.4079	387.8893	404.9844	91.7917	285.1666	336.4938	512.546	609.8125	528.8749	650.8737	302.1672	469.8011	426.3294	375.8685	471.0992	334.5442	346.6553	187.9836	229.2371	261.166	355.9884	59.7701	388.9028	451.9649	414.8824	214.7672	646.0603	552.6801	449.5603	310.9025	177.8023	602.8644	376.5156	335.086	369.5526	463.1079	228.2726	241.7552	118.3367	231.55	199.663	243.2756	302.8101	159.7837	202.1481	127.7652	206.0391	119.0266	366.8964	260.9216	263.4624	213.4897	210.7457	279.65	150.0705	297.1284	249.0092	151.4575	391.8446	102.8774
LOC645851	645851	9.6497	22.0842	6.5744	13.369	3.0261	10.2236	13.3145	11.7096	8.5159	8.8964	12.4328	15.356	7.9566	12.5011	12.8792	11.9946	27.288	18.0656	19.117	7.516	15.0017	4.9731	2.2989	40.3233	12.945	16.146	12.3964	6.2153	28.7745	15.0246	38.0803	22.0872	23.0224	22.3357	21.9885	30.6436	23.2503	12.6217	14.3508	19.9548	33.3766	14.743	24.2045	33.9147	29.4985	22.2478	10.791	35.0799	20.6784	29.4617	42.29	31.1526	28.1525	10.6531	24.9514	5.2656	9.4211	4.4867	9.5057	19.4961	10.2483
RGPD7	652919	26.4317	4.8275	33.9066	40.3158	0	0.0913	0	43.2519	5.2947	19.7807	0	3.4675	6.4268	24.1141	16.6074	6.9652	27.6424	51.9949	73.8143	46.2871	82.3628	1.2433	0	0	52.5455	32.636	52.477	23.8404	42.5406	38.2627	30.746	0	29.656	11.9145	13.0975	0	15.6394	3.4043	0	5.411	20.7561	0	18.7195	0	9.4985	37.5911	0	58.2194	0	13.6584	0	0	0	4.1686	0	19.701	8.3703	41.5015	0	0	0
HSPB1P1	653553	58.3176	120.7729	38.7543	24.4556	166.9399	18.6216	27.4359	53.5296	148.4729	61.6612	105.8468	65.8824	212.6582	127.5971	59.6509	58.3187	42.1724	28.6323	30.4961	61.631	53.5288	66.3075	178.1609	100.9748	52.8895	31.59	20.454	142.2968	17.8963	42.4225	63.6411	52.4572	15.5267	20.4212	19.5985	36.132	69.7509	29.9315	48.5718	63.1129	399.4759	69.5029	52.5114	22.7713	57.0305	46.4135	131.2183	35.524	70.609	371.6103	31.1191	149.5327	299.7067	550.2547	38.5612	81.9934	67.3974	58.7004	20.2788	162.2846	274.7339
PPBPL1	728045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC594835	728603	0	0	0	0.3261	0	0	0	0	0	0	4.3683	0	0	0	0	0	0.3544	0	191.1698	2.6306	76.7133	1.2433	0	0.9998	9.9861	1.404	9.2973	3.2712	0	19.7382	0	0	8.5665	8.2961	0.956	0	3.796	2.1637	0	0	9.9087	0	0	10.1744	0	3.0687	0.8633	6.2167	1.5131	3.9282	8.7772	0	0	3.2422	0.6481	0	0	4.1128	0	0	0
ANKRD20A20P	728788	2.0978	1.3803	0.346	4.565	0	0.3651	4.8416	1.0037	0	1.5339	0.672	3.4675	2.5316	2.1554	0.6779	6.6177	3.1895	0.3409	2.2758	2.2548	0.3409	0	0.5747	9.331	2.9589	1.755	0.6198	0	6.3163	2.6514	3.1299	0.5522	1.6062	3.1908	4.7801	1.8295	4.745	1.0819	2.2078	0	6.2581	0.4212	0.4102	2.4225	12.7827	2.3015	0.8633	3.5524	1.0087	1.5713	13.9637	0	1.173	0.4632	7.7771	0.7522	2.5365	3.365	0.9506	7.9632	3.5475
TMPRSS11E2	729884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0685	0	0	0	0	0	0	0	0	0.2946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3938	0	0	0	0	0	0	0.3739	0	0	0.3942
LOC100132347	8225	572.2677	734.2995	674.7405	777.0352	830.6645	769.6942	422.4329	376.7146	833.4475	616.9185	576.6129	793.065	573.2369	791.0156	596.1701	490.5387	851.5992	870.899	436.9595	905.2988	619.5022	474.0986	1310.3448	868.4496	627.6468	878.5539	773.8437	562.9721	670.2342	438.3655	953.5733	1568.1944	1046.1786	749.2023	874.283	708.4616	695.1364	776.0548	892.5072	1224.6693	935.5871	909.8568	811.0553	910.8527	894.7886	941.6954	1304.8451	699.8224	1235.6575	1366.6303	964.6918	1544.2813	1329.0323	819.824	528.5159	686.4128	796.8113	681.9711	746.5146	783.4146	1561.687
EFCAB12	90288	33.5641	108.3506	13.1488	4.239	14.1218	2.1908	3.2278	6.0221	5.1836	9.5099	48.7231	15.8514	32.5497	8.1904	3.7282	5.7905	7.7966	1.7043	28.6755	3.3822	16.0245	16.5769	1.7241	2.3328	12.945	3.159	6.5081	2.9441	24.5636	1.7676	31.2989	2.2087	16.5975	12.7632	4.7801	6.8605	11.3879	2.1637	3.3117	7.8891	151.2376	5.8972	1.2307	3.876	4.9164	4.603	3.8848	8.4369	2.0174	1.9641	7.1813	21.3618	6.4516	17.1376	3.8885	4.1373	23.9152	23.181	1.2674	2.7459	9.46
LOC147680	1	94.1095	72.2326	74.4533	29.9858	24.7132	85.4696	46.3789	37.9659	19.5162	90.6419	157.9335	221.6867	174.8391	219.3764	92.8148	48.4252	75.8111	55.85	58.8621	17.6625	69.7204	42.6855	133.908	207.1549	98.0638	170.4914	36.8141	53.6966	101.1703	49.1747	144.9974	58.4815	26.2348	74.6139	115.0765	86.5887	68.9063	13.7036	35.8548	40.6986	104.8129	24.7978	56.2036	21.2258	84.4051	97.1001	166.548	24.3828	240.5548	63.0402	33.6365	130.1958	111.261	136.7392	23.5645	32.0978	95.168	107.9563	22.4113	179.271	441.4505
A1CF	29974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3389	0	0	0	0.4552	0	0.3409	0	0	0	0.3699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4102	0	0	0.3836	0	0	0	0.7856	0	0	0	0.4632	0.324	0	0	0	0	0	0
RBFOX1	54715	22.6558	524.4997	368.5121	44.9983	105.4092	309.2652	323.5828	19.739	299.5375	11.0438	1646.5054	18.8235	69.8011	18.105	112.5233	9.513	86.4712	68.513	4608.5571	523.4874	2354.2448	10.775	50.5747	360.9098	1106.6112	307.1253	816.9211	536.1483	15.44	767.4343	359.9374	215.3506	648.3737	572.4314	16.7304	337.0796	672.8351	350.5229	408.9968	1242.7678	598.1708	117.9444	64.8188	460.2713	96.3618	69.4285	158.8432	1694.0497	298.0709	78.1717	637.1434	9.7908	57.478	883.2793	144.5237	36.8594	81.8915	496.149	54.8162	7.414	22.0733
GGACT	87769	13.4844	144.0856	51.4083	13.9821	18.0154	19.5308	29.0942	7.5945	202.1231	17.575	54.2608	76.0817	71.906	73.2433	16.5497	9.8149	39.7767	4.9323	33.6413	38.0045	49.4511	84.5794	45.3276	79.5068	44.7046	21.6883	26.209	41.3642	36.9331	50.5976	77.5796	25.9746	21.6999	22.1315	14.8375	49.8393	15.3025	18.1933	49.3501	35.5753	205.5476	20.6992	6.3506	16.376	32.0846	21.3617	58.7072	13.992	43.2984	17.9756	21.6557	60.3249	14.563	76.8319	19.0603	26.0649	14.7187	21.1994	15.1521	7.1394	18.2263
A2ML1	144568	146.0038	521.3941	174.3945	179.0148	159.3746	74.4865	164.6157	63.5664	953.4106	15.0318	526.5457	2173.6223	65.0995	211.6559	10.1678	26.4709	138.9209	109.4163	55.5303	121.0071	130.2421	152.5073	27.5862	464.2173	55.4785	418.0414	136.3601	178.9342	141.7668	53.9119	581.638	118.7189	133.8509	313.9757	227.5335	153.6753	48.3986	32.8164	136.3323	91.4209	915.7698	66.9756	96.4077	95.9302	40.8063	157.2689	66.9041	67.4956	181.0617	105.6693	80.9894	161.5487	134.8974	335.8036	68.3733	71.4622	28.9881	329.0212	98.5425	19.4961	24.4383
A2M	2	14783.713	17944.7205	19269.8893	11719.7554	10894.959	11046.5979	16480.113	9217.7919	10801.8461	9110.1986	17436.7809	6303.8861	16369.9711	21605.6798	35473.9807	30501.9047	14815.6109	6296.0341	3964.497	6032.2924	8687.6781	17439.2706	19240.1092	5616.8891	18407.0162	11399.3928	9662.3414	6828.6092	13373.4398	13517.1189	8384.4497	12119.8067	5847.1369	12052.9611	9928.2792	8968.9413	14117.6607	4482.1385	11154.9	6200.785	8942.2572	12849.1912	5046.8275	5244.6657	16608.1465	9554.6529	17495.5908	4428.4902	6599.3897	10232.2191	12080.5506	9170.4272	13974.7331	10474.0482	9133.7622	10205.1528	17722.9785	17260.8951	9284.5311	10351.3393	12129.2708
P1	53947	73.4214	159.7654	44.2907	35.5421	114.9918	68.2793	76.2558	46.1693	91.8236	111.3582	70.5645	88.6687	102.3508	118.5446	150.144	151.794	318.5966	42.6076	41.4201	96.2044	112.1718	125.1554	119.5402	94.9763	137.9565	106.3531	61.9819	63.7882	60.7071	85.4341	38.0803	210.9332	44.9739	113.5929	38.7189	53.0546	109.134	37.8651	65.6824	60.7926	170.5334	163.4372	34.4606	37.7907	126.352	109.7046	201.1438	29.7513	99.357	151.2368	82.1863	107.2541	214.6628	241.7786	90.4083	183.1688	35.5105	51.9704	50.3802	59.0376	111.5491
A4GNT	51146	0	1.0352	0.346	1.3043	0.5044	1.0954	0	0.6691	0	1.5339	0.336	0	0.7233	0.8621	0.3389	0.4136	0.7088	0.3409	0	0	0	0.4144	0	0	0.3699	0.702	0.3099	0.6542	1.0527	0.5892	0	1.6565	0.5354	0	0.478	0.4574	0	1.0819	0	0.9281	0.5215	0	0	0	0.4916	0.7672	0.4316	0	0	0.7856	1.1969	0.445	0	1.3895	0	0.7522	1.0871	0.3739	0.3169	0	0.3942
NPSR1-AS1	404744	0	0	0	0	0	0.3651	0	0	0.3703	0.3068	0	0	0	0	0.3389	0	0	0	0	0	0.6819	1.2433	0	0.3333	0.3699	1.053	0	0	0	0.5892	0	0	0	0.6382	0	0	0	0	0	0.4641	0	0.4212	0	0	0	0	0	0	0.5044	0	0	0	0	0	0	0	1.0871	0	0	1.9222	0
AAAS	8086	584.8542	359.9034	560.8997	1241.6912	534.1067	840.5294	727.8596	688.19	415.7981	626.4284	410.2823	704.3963	576.4919	584.5325	683.9519	940.9575	939.4879	836.4721	349.5676	722.6607	534.2653	674.6788	941.3793	773.4733	548.1276	838.8908	734.7951	466.4719	781.1212	559.7409	837.2457	946.4384	783.8308	736.4391	672.0841	985.6261	731.1981	862.9643	736.8566	671.9671	557.4931	862.679	689.6226	907.4612	831.8584	838.1281	925.866	799.2895	823.0992	1077.5128	799.9202	927.4588	874.4868	556.7392	946.5327	832.7221	807.3195	405.2942	1111.8504	1249.1247	1397.7138
LOC391856	729522	0	0	0	0	0	5.477	0.8069	0.6691	0.7405	0.6135	1.0081	0	0	0	1.6946	0	0.7088	0.3409	4.0965	0.3758	2.7276	0.8288	0	1.6663	0	0.702	0.9297	1.6356	0	2.3568	0.5216	3.8653	1.6062	3.829	0	1.8295	0	0	1.6559	0.9281	1.5645	0.4212	1.2307	0.969	0.9833	0.3836	0	5.3286	0.5044	1.1785	1.9948	4.0053	0.5865	1.8527	0.9721	0	1.0871	1.4956	1.2674	0.5492	1.5767
AACS	65985	247.1156	297.4465	383.045	377.2681	370.1929	414.4226	392.5762	278.6885	441.3458	422.1183	750.672	349.226	344.3038	306.4916	197.5936	574.5011	248.4274	376.3102	1647.2462	517.0988	981.2479	377.9528	341.954	244.9388	558.4836	474.5525	600.6043	493.6228	333.0117	596.566	349.5044	404.1966	675.6793	395.6605	296.8451	623.8487	355.8719	488.2798	437.6984	951.7987	461.0139	401.8534	337.632	388.5659	329.4002	404.2961	341.4266	960.0355	393.8974	300.1166	522.2422	394.3035	362.4633	778.138	394.0376	176.3987	258.7191	518.9561	326.9962	587.0804	796.6102
AADACL2	344752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC649285	126767	0	0	0	0	0	1.0954	0	0.6691	0	0	0	0	0	0	0	0	0	0.3409	0	0	0	0	0.5747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3624	0	0	0	0
AADACL4	343066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3758	0	0	0	0	0	0	0	0	0	0	0.5216	0	0	0	0.478	0	0.4745	0	0	0	0	0	0	0	0	0	0	0	0	0.3928	0	0.445	0	0	0	0	0	0	0	0	1.5767
AADAC	13	0	0	0	0	0	0	0	0	0	0	0	0	1.085	0	0	0	0	0	0	0	0	0	0	0.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	51166	297.4617	179.089	452.5952	195.9707	140.2093	342.1269	329.6349	308.4644	142.1785	198.7883	212.7016	374.4892	198.915	192.6888	284.6975	330.4725	203.7743	479.2501	234.8657	235.2499	229.4579	240.3647	183.908	244.9388	164.5862	189.8912	345.239	215.5715	224.2302	199.1499	396.9744	272.2253	285.3701	333.1206	283.4608	319.2422	266.6667	356.6534	358.2172	293.7536	187.7432	253.1592	395.4766	455.9109	282.2026	398.926	243.4445	346.8028	358.0885	214.874	302.8127	241.6555	99.1202	100.0463	593.3247	167.3719	347.8576	196.291	410.0127	109.0135	89.4758
AAGAB	79719	842.039	761.9048	531.8339	590.1946	867.482	475.0342	487.3916	557.0425	787.5357	679.5	594.086	839.1331	942.1338	657.3835	502.9656	759.7973	518.827	435.9608	1157.9426	538.5194	798.4998	682.5528	620.6897	653.8365	737.1244	1195.1562	657.6276	576.0568	606.7199	621.607	482.5248	463.8321	441.1725	481.8124	461.2811	552.9568	703.2028	509.9171	495.1014	848.7761	1121.7658	636.0573	650.6493	466.5698	574.238	452.6275	575.375	876.5542	476.6108	368.4677	695.392	519.8042	563.6364	533.5804	448.477	523.5543	573.2403	637.1046	659.379	624.6997	621.6003
DKFZp686K16132	22848	1104.2584	1019.3237	1016.609	767.5791	1046.5263	1228.6627	1218.8824	1103.3791	1001.9142	1580.7961	1780.578	693.0031	1064.3761	917.7505	925.9448	808.1894	1142.5534	1164.0392	4737.3691	1151.4468	3232.8674	812.2669	667.2414	1608.9311	1764.5862	1049.491	1388.7038	1751.396	1075.5329	2433.9892	902.9734	860.2982	1544.6393	1269.9426	1016.7304	1282.9147	1395.4923	1237.2881	1058.093	1774.5871	1243.2774	834.0354	783.5688	1206.3953	847.0993	770.234	731.1967	1895.2043	1124.1962	700.7958	1395.1726	855.3627	794.1349	1417.3228	1160.4018	675.5054	966.0295	1283.1825	700.5703	686.4831	685.4553
AAMP	14	3533.4592	2556.5908	2768.5121	2340.8879	3448.7454	2669.8311	2364.3333	2721.646	2325.9517	2525.6538	2072.5806	3136.5944	1907.0524	2904.9887	2121.3354	2370.3857	3093.4704	2888.7942	2472.0073	3046.2232	2419.0249	2790.7169	4599.4253	3091.8937	2115.5802	2720.2527	2641.9772	4027.164	2670.7606	2218.0471	2858.1116	2903.3683	2287.7794	2223.3567	2343.6902	2255.2772	2179.3594	2678.6873	2647.1643	3344.9852	2944.9612	2891.7439	2914.7941	2671.9961	2472.9597	2485.6157	2954.1383	2384.5471	3406.8844	3765.9916	2572.5115	3958.6115	4194.1349	3126.4474	2777.0577	3862.7174	2178.8205	3010.9175	3090.3042	2718.7479	4158.4549
AANAT	15	1.6782	4.4859	2.4221	0.3261	2.5218	5.8421	20.577	0.6691	2.9621	7.9761	1.0081	3.9628	6.5099	10.7768	1.3557	1.2408	2.4807	3.0677	2.2758	0.7516	1.0228	0.4144	5.1724	1.6663	3.3287	0.702	1.8595	0.9814	1.4036	1.473	6.7814	1.6565	2.1416	7.0198	0.956	3.2016	2.3725	0.3606	2.2078	3.2485	5.7366	2.5274	3.6922	0.969	0.4916	3.8358	3.4531	0.8881	0.5044	9.4277	2.7927	4.4504	6.4516	5.095	0.6481	1.8806	1.4494	3.365	2.5349	1.9222	5.1242
LOC221410	57505	524.8542	398.2022	337.7163	555.9438	427.1189	512.6098	329.6349	655.363	639.77	268.1157	312.1438	639.4749	403.613	380.6359	477.2005	461.5366	425.9732	495.5807	641.3018	430.2894	435.7075	330.2901	315.5172	428.8894	382.8017	725.8301	409.0617	576.9139	519.3087	513.7774	450.1826	577.5538	503.274	454.3331	426.8595	472.8215	378.1305	564.7205	425.5499	637.0833	300.9055	541.2216	395.3495	503.8469	480.3147	456.8393	469.563	523.9432	463.9869	692.0358	496.1819	587.8505	659.1789	509.9583	386.8989	447.5449	343.8681	448.6652	410.9474	702.6787	585.337
AARSD1	80755	528.2148	485.8523	505.5363	590.8468	652.6289	723.6878	486.1812	680.4951	289.1704	430.4011	454.9731	515.6656	347.9204	514.699	649.7204	485.5754	540.7991	613.2084	803.3682	630.59	592.2264	465.3958	1637.931	631.5088	414.2395	528.9575	612.071	675.1739	450.5658	547.9569	474.1784	696.3004	496.8545	497.1283	462.7151	567.5926	515.3025	658.8532	561.3357	1000.9896	598.1708	718.1971	1016.178	563.9535	614.061	537.0157	716.0893	826.8206	740.3858	672.1197	609.615	584.3347	718.4751	696.1556	672.0674	570.5689	561.2827	672.6239	708.8086	896.2724	1814.3477
AARS	16	9496.9583	6430.9869	8849.827	7606.3369	9925.104	6962.3003	4407.5045	6848.1097	5965.9438	6529.3351	5557.1237	5068.9783	4794.9367	6306.1403	5004.2366	7263.3647	8051.3866	6142.6502	6688.6664	6398.7223	8111.4899	5424.7824	5550.5747	6808.6312	5949.8844	8369.6034	7737.5068	9593.4236	6810.422	6506.2518	5841.9405	7462.1756	5077.232	5355.4563	5269.5985	5647.5689	5253.1435	5454.3815	6122.8094	6134.4839	5374.1501	7199.2418	5436.573	5381.2984	6299.9017	6161.1047	6241.9337	5502.6643	8284.4534	7300.6105	6156.7923	8458.389	7826.9795	6256.1371	4336.0337	7010.0611	6240.7827	9292.2306	5745.564	6435.9168	8635.002
