Composite.Element.REF	P01_Pri	P01_Rec	P02_Pri	P02_Rec	P04_Pri	P04_Rec1	P04_Rec2	P04_Rec3	P05_Pri	P05_Rec	P06_Pri	P06_Rec	P07_Pri	P07_Rec	P08_Pri	P08_Rec	P09_Pri	P09_Rec	P10_Pri	P10_Rec	P11_Pri	P11_Rec	P12_Pri	P12_Rec	P13_Pri	P13_Rec	P15_Pri	P15_Rec	P16_Pri	P16_Rec	P17_Pri_A	P17_Pri_B	P17_Pri_C	P17_Rec1_A	P17_Rec1_B	P17_Rec1_C	P17_Rec1_D	P18_Pri_A	P18_Pri_B	P18_Pri_C	P18_Pri_D	P18_Rec	P21_Pri	P21_Rec	P24_Pri	P24_Rec1	P24_Rec2	P25_Pri	P25_Rec	P26_Pri_A	P26_Pri_B	P26_Rec1_A	P26_Rec1_B	P27_Pri_A	P27_Pri_B	P27_Rec1_A	P27_Rec1_B	P28_Pri	P28_Rec	P29_Pri	P29_Rec
EGFR|EGFR	0.0353348900000001	0.3105249815	0.462995957	0.03339385	0.8601850885	-0.1721513025	0.989666953	-0.661997386	-0.0310694985000001	1.7074970755	1.742077119	-0.713626175	0.0225773525000009	0.484556491	-0.3487238005	-0.2071661635	-0.351255446	0.0749394284999998	0.0397216039999999	0.180363104	-0.24741923	-0.2354451545	-0.360148329	0.459174042	0.1084570535	-0.4358809495	0.79246881	-0.1815089125	0.0714124569999999	0.0386996319999999	0.0282961124999999	0.2952699795	-0.5997694575	0.554560123	0.1434332905	0.122888071	0.62877917	-0.195707985	0.39146429	0.58553548	-0.011622596	-0.0272947330000001	-0.166014154	0.477720561	0.267863329	-0.732144168	-0.170737545	-0.162413308	0.369672496	-0.522881584	-0.4216309245	0.6011091445	0.4100974665	-0.0703186000000001	-0.441385745	-0.56177749	-0.0845200159999999	0.056080529	-0.104747319	0.239316042	1.4704744245
EGFR|EGFR_pY1068	0.927063881	-0.1513083035	0.483628218	0.507361068	0.2922097075	0.2423806985	1.919919851	-0.0926634569999998	-0.0563049305	0.2564829595	4.341093766	-0.283500682	0.695625522500001	1.07282601	0.0556094675000003	-0.1470293765	-0.226511601	-0.3100660395	-0.330153448	1.279582001	-0.096913911	0.1162591925	-0.0648907159999999	0.139669082	1.0105658735	-0.1093367285	0.119557824	0.3143193725	-0.0304922089999998	0.282215079	0.1788814235	-0.2458022555	-0.2249815145	-0.107774101	0.0592836795000001	-0.111694374	0.80868332	0.367540103	0.042187358	0.1911215	0.234098513	0.227235279	0.230045355	0.27785145	0.195145507	-0.251833942	0.146107987	0.267332545	-0.016831857	-0.255241001	-0.4882853785	0.0280233394999998	0.00429842950000014	-0.228547297	-0.00776573599999986	-0.0838627680000001	-0.00430320399999995	0.249244916	-0.201415076	0.281079053	1.0574859025
EGFR|EGFR_pY1173	-0.0445123065000002	0.0270547519999997	-0.0865269395	0.2495044505	0.0471447839999999	0	0.0077368095	0.1107095375	-0.215043946	0.026599254	1.7118848595	-0.1192512325	-0.069267618999999	-0.0638262875000001	-0.02041523	-0.0143179450000001	0.0140747585	0.0132773529999998	-0.1180781825	-0.0293418465	-0.1162376625	-0.208043711	-0.1948047105	0.3238165795	-0.035261377	-0.079953053	0.1027812175	-0.141589235	0.1056838875	-0.1890277815	-0.0146068130000001	0.101428764	-0.0715401919999998	-0.1439989445	-0.034362144	-0.130275695	0.163735971	-0.076197451	-0.041090137	-0.025988617	-0.111483139	0.00364682999999999	-0.035831716	0.0864252060000001	-0.06335945	-0.034200371	-0.014514026	0.00878273000000002	-0.156148153	-0.133575194	-0.173215435	-0.244576615	0.071664847	-0.1153998195	-0.1794394325	0.190362627	-0.0120669889999999	-0.085328655	0	-0.0868303590000002	0.0546324779999999
ESR1|ER-alpha	0.468115575	0.0579546674999998	-0.0184096369999999	0.110712457	-0.0485249214999997	0.1723864925	0.203349848	0.432290063	-0.2677281465	-0.2305009765	-0.0873606709999998	-0.282963961	-0.280837536499999	0.135267083	-0.2951316815	0.2468449595	0.0630715600000002	0.0525536575000001	0.0299069670000002	0.0837810270000001	0.0660102750000002	-0.1970762225	0.180808763	0.0536811390000002	0.3196508905	0.3549879985	0.100729903	0.1880130205	-0.0548063779999998	0.0491108900000002	0.0912362145000002	-0.0531900864999997	-0.0915881754999996	-0.0991518249999996	0.0245573925000001	0.15452939	-0.147830211	0.300445201	-0.00802021000000004	-0.0540298300000001	0.28584124	0.0195349999999999	-0.0361763680000001	-0.184092844	-0.0302246520000001	-0.00207355499999995	0.200575722	0.153122957	-0.057294591	-0.156540607	-0.1957112935	0.0116937505000001	0.2520853925	-0.0252093189999998	0.319651836	0.269855898	-0.152772122	0.335034732	-0.189667192	0.0239955969999996	-0.2795527645
ESR1|ER-alpha_pS118	-0.232087715	-0.0487603575000002	-0.036194419	-0.0370343089999999	0.1319685515	-0.0786228615	-0.286959326	-0.165517375	-0.2464178385	-0.0574146125000001	-0.053370431	-0.0453328140000001	-0.038584396499999	-0.0668773160000001	-0.1832922115	0.1181872295	-0.016497213	0.0133730824999998	-0.012388433	-0.074377766	-0.037433269	0.0557509765	-0.080273554	-0.058314913	-0.0704712565	0.0188608815	0.284112085	-0.1401338585	-0.184938526	-0.214062357	-0.0837646785000001	0.0975016555000001	-0.0926660794999999	0.10267144	-0.0683695325	-0.175839972	0.131129891	-0.109682707	-0.020041165	0.129289071	-0.088162178	0.072301165	-0.050558436	0.180463528	0.1466203	-0.119154338	0.119711053	-0.024120345	-0.166292025	0.16558121	0.0105939975000001	-0.2184199335	-0.2064638265	-0.00381812099999999	-0.061809238	0.00952727199999992	0.0685960230000001	-0.134042127	-0.00788736900000001	-0.0344049730000002	0.0314370254999999
ERCC1|ERCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.101717246	-0.0654097789999999	-0.048434508	0.068280258	0.042129249	0.0553143	-0.065291528	-0.00663381499999999	0.0154613940000001	0.00437639200000001	-0.262754842	0.044377779	-0.122048154	0.113084128	-0.04891658	NA	NA	NA	NA	NA	0.000258077999999884	-0.0524502119999999	-0.031228727	0.037593467	0.0320583419999998	NA
MAPK1|ERK2	0.814079161	0.2043809675	-0.577162831	0.48352293	-0.2133903865	0.2533236485	-0.529113432	-1.260765948	-0.2663957375	0.8337403685	1.199016152	0.27294849	0.929645115500001	-0.345346822	1.0405883035	-0.1447536185	-0.393160298	0.5836508745	-0.537553166	-0.00864951800000036	-0.180910042	-0.7363739995	-0.111429414	-0.013847139	-0.1279655245	-0.4510161195	0.571094829	-0.3268030475	0.191081331	-0.0981235610000003	-0.1762209415	0.2746905865	0.2498740575	-0.433719914	0.5826264915	-0.334768045	0.136813018	-0.693668779	0.0628322540000001	-0.142567966	-0.052149779	-0.0692388079999999	0.163494455	0.143615863	-0.129990995	-0.07647319	-0.255064634	0.384462085	0.26943296	0.491575315	-0.5475633215	0.00421783249999974	-0.1969519005	0.603149312	-0.285835452	0.536045261	0.17006671	-0.183564652	0.124998286	0.0392781089999996	-0.5336865015
ETS1|ETS-1	-0.29178725	-0.2728661405	-0.164244411	-0.123421808	0.3843085905	-0.0844075725	-0.123568604	-0.085455237	-0.2009244275	0.7899618325	0.873142079	0.582482211	0.678030064500001	-0.149557002	0.4088885735	0.3108943495	-0.00527202299999993	0.1108462335	0.167204631	-0.159460835	0.283710685	0.3185726755	0.055374306	-0.346005716	-0.2106287175	-0.2038684985	-0.254482029	-0.1508738285	-0.175365836	-0.388328314	-0.1932614615	-0.2268408345	-0.2359989955	0.291793346	0.4806691655	-0.225922905	0.085170535	-0.00283777199999999	-0.062399843	-0.097871603	0.015398616	0.231085949	-0.066405947	0.140766373	-0.165695877	0.198143191	-0.046410796	-0.035759182	-0.0824734839999999	-0.156570082	-0.5328944445	-0.2214096825	-0.3281003275	-0.168676778	-0.293475499	0.0267798739999999	0.231190391	-0.038310602	-0.11827886	-0.0303316320000002	-0.0254057165000001
FASN|FASN	-0.0600656025000004	-0.139370913	0.0505201895	-0.1519165355	0.252343275	-0.30549934	0.1231468215	0.3618836755	-0.012192457	-0.55467407	-0.2750827655	-0.3143120495	0.048610515000001	0.4117036775	-0.571758542	0.378336902	0.2361413425	0.0175985319999998	0.3101774605	-0.2867579905	-0.0775933225000001	0.290683873	0.5446220645	-0.00548239150000002	0.180151993	-0.149961228	0.3516659845	0.231635128	0.1126417335	-0.1271213765	-0.0197024810000001	0.561290894	-0.474290979	1.0706327135	0	-0.302279629	0.260719285	0.149420177	0.495822198	-0.203490566	0.176899454	0.204292419	-0.036778564	0.091324154	-0.201997543	0.23234423	0.042979144	-0.245730053	-0.198597603	0.3385193	0.152974621	0.0924349609999999	-0.103874635	0.0380791915	0.5347482835	-0.938809168	-0.139287986	0.314987043	-0.130885301	0.0727770799999998	-0.0912010850000001
FOXO3|FOXO3a	-0.483252187	-0.1124527685	0.012497945	-0.0793196299999999	-0.0119971775	-0.1701795555	0.172177122	1.646991245	0.2606871745	0.6994573115	0.11112206	0.381511023	-0.142296390499999	0.724292978	0.8826771055	-0.1362053715	-0.378746792	-0.3362859005	-0.192925948	0.0559739650000001	0.360993826	0.0471772925000001	-0.021537982	-0.05297321	0.0153522755	-0.1377127035	0.447474988	-0.1848878205	-0.167524599	0.428528233	0.1348336845	-0.0480705624999999	0.1718726415	1.002670316	-0.0714414615	-0.163595565	-0.00603406599999989	0.355837566	-0.026317237	-0.013395582	0.286437554	0.0285569010000001	0.11501491	-0.238131146	0.0408171960000001	0.00694511900000017	0.293673017	0.138645492	0.145676367	-0.143287796	1.0697049265	0.0460210214999999	-0.0626429755	-0.133883215	0.124565624	-0.182378401	-0.0407272109999999	0.247391456	-0.162395962	0.108146331	-0.1484928635
FOXO3|FOXO3a_pS318_S321	-0.132483616	-0.0881977905000002	-0.087130554	-0.256489128	0.1016257485	-0.1070462055	0.382864714	-0.105103828	0.1637270005	0.6328350605	0.226263307	-0.0835974310000001	0.227671457500001	0.0686576349999999	-0.4804303915	0.1779891335	-0.23952152	0.0696469234999998	0	0.073897312	-0.0143712630000001	0.2074625325	0.044949088	0.039240442	-0.0297476955	0.1249263155	-0.0711117359999999	0.0367817435	-0.132628064	-0.035805353	0.00344501849999992	0.00536245650000011	0.1420530465	0.144469807	-0.0536977155	0.040923431	-0.094009176	0.064402967	0.055244506	-0.013485356	0.090897127	-0.105137738	-0.0648739489999999	-0.0550953059999999	-0.015163017	-0.019430374	-0.00108926199999992	-0.015930115	0.00831076600000008	-0.088800363	-0.1251911375	0.4009796685	0.2417868455	0.043904247	0.202788676	-0.00777894800000001	0.0305078540000001	0.059249107	-0.047890054	0.00477866799999982	0.00772977549999992
FN1|Fibronectin	0.0783665824999997	-0.303763469	0.2535364595	-0.3739864155	-0.0521513509999998	0.211106009	0.1749705935	0.8917374265	-0.494854532	-0.181656475	1.2777256305	-0.2300993205	0.0755672450000011	0.2048172075	-0.374659202	0.0623460539999999	0.0975257575000001	-0.121624499	0.3850604555	0.1452774365	-0.2805810855	0.267112102	-0.0211073375	0.2137060965	0.0570602710000001	0.51633253	-0.4677450185	0.0724513600000001	-0.4956820565	-0.0728541554999999	0.242582848	-0.379510141	-0.154103326	-0.1680229325	-0.160573758	0.904800038	-0.405247963	0.549890973	0.080660207	-0.154892895	-0.094592842	-0.356636853	-0.296804986	-0.243683653	-0.234599819	0.29964945	-0.102760794	-0.247612746	0.0444941420000001	-0.306741945	0.161794221	0.0169432669999998	-0.193994221	-0.3179995155	0.1206743975	0.518245595	-0.351959783	-0.080281807	-0.167215222	-0.0504496180000002	-0.500254424
FOXM1|FoxM1	0.0904753404999998	-0.0818292580000002	1.0274422165	-0.0282471374999997	-0.0553627169999999	0.183523349	0.1727645685	0.1290443445	-0.165780568	-0.164465534	-0.1152570135	-0.1002174915	-0.211861640999999	0.1011595025	-0.157319474	0.183474242	-0.0669637714999998	-0.0309576630000001	0.1611823475	0.3142756025	0.1276379545	1.008474174	0.2929141045	-0.1278492235	0.491895599	0.425239629	-0.0505984104999998	0.339091755	-0.1561182435	0.0187087955	0.128829157	0.247047153	-0.125675389	-0.0343350004999997	-0.0124426429999999	-0.169507346	-0.042930264	0.296808519	-0.224840263	-0.067827907	0.171444898	-0.0721123890000001	0.015097483	-0.184839398	0.012547342	-0.0183085030000001	0.233935066	0.0813617939999999	-0.065761865	-0.243873206	0.626282008	0.119146758	0.126210221	-0.1441701005	0.2276394325	0.180410754	-0.093081548	0.121498507	-0.0181292380000001	0.0499339429999998	0.152410834
G6PD|G6PD	-0.0360665705000001	-0.127662768	-0.1385870245	0.0571602765000001	-0.115399303	0.0749289160000001	0.0121132575	-0.000978975499999923	-0.091999509	-0.127109849	0.2473471095	0.0239883314999999	-0.285417658999999	0.1302997665	-0.0266699999999999	0.024201258	-0.0237948145	0.21925215	0.0246354045	0.1221195235	0.1228987075	-0.24843855	0.1150711215	-0.0324150495	0.309460393	0.15265439	-0.00784784149999984	0.214884929	-0.1129472465	-0.0038056205	0.010783417	-0.0559418979999998	0.113659893	-0.1240739265	0.142046784	0.271836084	0.0137377700000001	0.264785909	-0.00646806200000001	-0.0391416639999999	0.030124544	-0.064305631	0.0540320920000001	-0.0776378769999998	-0.031738057	0.079118787	0.180406688	0.048553966	0.0203150180000001	-0.035782337	-0.141282387	-0.00632765599999985	-0.227464679	-0.1080617215	0.0875497265	-0.162920833	-0.0468949619999999	0.0416589060000001	-0.096263766	0.0279956859999998	0.0546939829999999
GAPDH|GAPDH	-0.663636245000001	-0.2658799795	0.170506133	0.817394328	-0.1111290845	-0.3469825755	-0.082390311	-0.263580022	-0.7372912945	0.2699992675	1.330582558	0.142605135	-0.027181833499999	-0.155319159	0.3940342385	0.0750791845	0	1.2511330135	0.0469210199999999	-0.00780203600000007	0.338559139	0.1630550095	-0.10867451	-0.40324285	0.1460250995	-0.1578745315	0.252398017	-0.4768964785	0.116675708	-0.246617995	-0.8564068605	-0.2650238715	-0.1844077875	0.418357972	-0.0911629535000001	0.0509707229999998	0.262740798	0.048916878	0.0130352980000001	-0.312870675	-0.226988205	-0.166004427	0.898182433	0.069271385	-0.113368182	0.104655015	-0.281569717	0.232350811	0.968295875	0.907849724	-0.7853127435	-0.7184237515	-0.4239320495	-0.141570842	-0.222006272	0.619382313	0.0311961880000001	-0.0485080020000001	0.214100638	-0.145939952	0.3768975835
GATA3|GATA3	0.125101748	0.00148202049999968	0.212955839	0.207410859	-0.00497889050000017	0.3833419615	0.224626794	-0.0942827479999999	0.1061334505	0.0189766044999997	-0.149262866	-0.0834420530000004	-0.129223922499999	0.254606117	-0.0489265705000002	0.2393199335	0.0700162809999998	-0.1178323605	0.0973079559999998	0.187938192	0.284108251	0.0488764634999999	0.447299307	0.0624707879999998	0.7225380675	0.2555722535	0.0338737479999999	0.4598317825	-0.0812556040000002	0.0781518919999998	0.3585276885	-0.1322245275	-0.1610101365	-0.121283541	0.2354483485	-0.019377822	0.225478046	0.197367623	-0.234583723	-0.160208683	0.133212992	0.290893262	0.161930591	0	-0.161363206	0.129922377	0.066172284	-0.072780119	-0.065230365	-0.0548944800000001	-0.3397612485	0.3625506315	-0.0938036495000001	0.0675520889999999	0.327446237	-0.285512174	0.239475966	0.115318011	-0.198536775	0.0486642189999997	-0.0652425955000002
GSK3A GSK3B|GSK3-alpha-beta	0.111499441	0.0657768144999997	0.0824316879999999	0.145099636	0.00885596949999984	-0.3659482595	-0.326892891	-0.654075393	-0.3862336365	-0.5543713015	-0.358992061	-0.143463996	-0.029132554499999	-0.148450123	1.1049946795	-0.2457911835	0.913139531	-0.3094846605	0.0879757359999999	-0.184700666	-0.292927106	-0.0531660655000001	0.246258922	-0.349890748	-0.3568689035	-0.1549554275	0.424126682	-0.4324419105	0.621358622	-0.281661809	-0.3118233395	0.3743619845	-0.1360722345	0.320262016	-0.2727049725	-0.0608483720000002	0.622109011	-0.246940717	-0.138362928	0.216951424	-0.332153094	-0.0691869690000001	-0.010138712	0.339423547	0.165128661	0.570646218	0.524153506	-0.325391941	-0.363344115	0.429529755	0.2711419605	-0.3086762945	-0.1443084865	0.210703394	-0.159365202	-0.185707349	-0.053359725	-0.355585248	0.207164906	-0.150894402	-0.1057645455
GSK3A GSK3B|GSK3-alpha-beta_pS21_S9	0.297760815	0.5440478555	0.272038798	-0.157112979	0.2335854075	-0.4901197225	0.266497232	0.0205570529999999	0.4104115205	0.3878853295	-0.547841388	0.138793208	0.650576453500001	0.23468676	1.4383445435	-0.4326919705	0.504896746	0.0390280644999996	0.00442218599999995	0	-0.00724420200000014	0.5285449875	-0.434759049	-0.021789747	0.1456842495	-0.0644905515	-1.02818959	-0.4962373935	0.355778354	0.329031414	-0.2761446635	-0.1053442295	0.4730225055	-0.0275698919999998	-0.2177083685	0.0544786789999998	-0.218164575	0.020395976	0.210989053	0.440582683	0.08647733	0.156504278	-0.085477202	-0.20297096	0.490963052	-0.525508287	0.150592876	0.063835061	0.278626817	0.101274632	0.1152177065	-0.1345257665	0.0319221235	0.182746148	-0.788075389	-0.04821383	0.423440163	0.0534633309999999	0.368579822	0.176767474	-0.1372675015
GSK3A GSK3B|GSK3_pS9	0.3025957625	0.559752393	0.3174054575	-0.5603199755	0.387629758	-0.574480997	1.0376886535	0.8175183045	0.372208379	0.0371242619999999	-0.3453652865	-0.0558852295000002	0.426579885000001	0.6910560995	0.555538349	-0.270676299	0.0463115535	-0.0798088730000002	0.0872080955	0.5103945295	-0.0721859365000002	0.499782186	-0.3065556765	0.3284534055	0.071258603	-0.235076593	-1.0094259865	-0.216181075	0.1023769225	0.1855255405	-0.122878897	-0.212036575	0.104990132	0.4175586875	-0.248508298	0.0543186529999997	-0.068780918	0.222887801	0.307181135	0.582714479	0.080161429	0.110201507	0.039689461	-0.099874771	0.232408268	0.18592883	0.212211677	0.00103789700000001	0.107689941	-0.082043534	0.0433061180000001	0.436129848	0.496300939	-0.0500042254999999	-0.6471821855	-0.107521806	0.510988658	0.280266244	0.568284319	0.209950679	-0.322364968
GAB2|Gab2	-0.44425627	-0.1087517265	0.738086023	-0.774471024	-0.0494766864999999	-1.1505357655	-0.225623238	-0.152816417	-0.6895061325	-0.3404101865	-0.311826668	0.02625436	0.296395835500001	-0.369455459	1.0292145525	-0.5435964165	0.0140657530000001	0.3204355655	-0.0724285140000001	0.464814927	0.267703941	0.7605123355	-0.0153098160000001	-0.994705841	-0.4649627525	-0.1554867425	0.815050803	-0.6006767625	0.251694146	-0.10101868	-0.2283132495	0.5845544155	-0.1515979915	0.208139176	-0.0214525915	-0.283611154	0.215227898	-0.584662643	-0.024635947	0.349080286	0.00232849099999999	0.159046277	0.0946672220000002	0.313667519	0.3114294	-1.75044357	-0.202624563	-0.549495854	0.186679418	0.334602076	0.2906901195	-0.4157877455	-0.2103699005	-0.738317557	-0.555860526	-0.398906632	-0.010808179	-0.370743642	0.146073968	-0.0541905200000001	-0.1322290465
ERBB2|HER2	-0.2428266435	-0.274368451	-0.2590467765	0.2002842395	0.0800647560000001	0.11340912	-0.0756105924999999	0.0856770625000001	1.941666106	0.959540084	1.0952660295	0.1170927025	-0.222171782999999	0.0160266655	0.0547692230000001	0.097623605	-0.00674764849999987	-0.224263394	-0.0399656834999999	-0.00927908249999992	0.1647117655	-0.137477562	0.2158554475	-0.0774423525	0.632186509	0.167317832	-0.1886769075	0.135982536	-0.2090804115	-0.0511747704999999	-0.062910025	-0.262205607	-0.141753977	-0.2576732735	0.158828913	-0.636873854	0.065698548	0.095411024	-0.140440646	-0.076870585	0.051201123	0.124294052	0.062603061	-0.298044509	-0.086249939	-0.285434485	-0.119363998	-0.10908053	-0.085876402	0.367102063	0.344611208	-0.271590987	-0.36438332	-0.1286728115	0.1337538665	-0.370638026	0.0668411600000001	0.00994307799999999	-0.104747319	-0.0059412060000002	1.58412918
ERBB2|HER2_pY1248	0.349594011	-0.1935616995	0.225919548	0.208095937	0.0293082365000001	0.0170780115000001	0.916362627	0.195319896	0.4088552455	0.3796095695	3.187281394	0.00304019399999989	0.329788585500001	0.322633733	0.1212763885	-0.0340049565	-0.0820424989999999	-0.2045300035	-0.050413726	0.468265605	0.064975451	0.0431740855000001	0.0110493310000001	0.0171889000000001	0.4446724725	-0.0813000425	-0.165440363	0.0678991945	-0.0580413129999999	-0.024917021	-0.0226191585000001	-0.1921883375	-0.1765290005	-0.25141168	-0.0716269304999999	-0.154584476	0.399866803	0.157987876	-0.040014802	-0.00284964099999999	0.09200546	0.154682397	0.154302583	0.110380553	-0.038522307	0.076783825	0.11837115	0.086526887	-0.00339417199999997	-0.010149933	-0.1878481685	-0.1574567095	-0.1005130445	-0.238511327	-0.117098901	0.083124809	0.0423338200000001	0.086500315	-0.00738794800000003	0.0891346149999998	0.7326193855
ERBB3|HER3	0.156300917	0.0137922444999996	-0.0320591060000001	0.083641028	0.0232950034999999	0.2681778305	0.333670147	-0.00329602900000014	-0.1149606365	-0.1147006375	-0.315062206	-0.238430392	-0.322226216499999	0.279852826	-0.1516263025	-0.0107551085000002	0.0869555659999999	-0.0452381875000004	-0.170539787	0.246766962	-0.125219764	-0.0188157975000001	0.155671146	0.0995327379999998	0.1378011555	0.2741997355	0.123632769	0.3894532305	-0.108807229	0.158202162	0.1908157625	-0.0572594245	0.0983021525	0.0646173430000001	0.1042492005	3.24976143	0.010427733	1.045491969	-0.067128211	0.251000093	-0.101606912	0.081868352	-0.023606283	0.276405064	-0.090963586	0.493019526	-0.194738815	-0.293035784	-0.308970545	-0.415114098	0.0598488954999998	0.1121911835	0.0523682314999998	0.0528225609999998	0.340767686	0.222878464	-0.0774687809999999	0.005816037	-0.356608115	-0.0049829620000002	-0.2216928915
ERBB3|HER3_pY1289	0.111072721	-0.0155171305000003	0.092039337	-0.168039772	0.8536154455	-0.2636035275	0.641403687	0.165672035	-0.4597682735	-0.0710464025	-0.163050617	-0.121571739	0.042318507500001	0.503208417	0.4006766885	-0.0169499515	0.268635462	-0.1387019205	0.381929269	0.243616803	-0.0249588800000001	0.2015417975	-0.00730194199999995	0.160398749	-0.2246390985	-0.0150268005	-0.141482253	-0.2396006775	0.020914091	-0.0305456549999999	0.2483102945	-0.0650328944999999	-0.4089522965	0.637228612	-0.2016959245	0.148207496	0.017944834	-0.103156053	0.070047028	0.424539018	-0.109995236	0.505767778	-0.14939529	0.263234672	-0.061660794	0.311805476	-0.0168446879999999	-0.0984644719999999	-0.0190847399999999	-0.27843808	0.0498928245000001	0.1769106065	-0.2229134875	0.024837617	-0.0698480859999999	-0.15326283	0.272937006	0.00690908700000004	-0.133474332	0.0015170379999998	-0.1732694395
HSPA1A|HSP70	-0.0194985435000001	-0.410172277	0.2784856555	-0.5630295265	0.04842166	0.201680348	0.2926773475	1.8979696105	-0.648724272	0.192348585	1.5443906675	-0.0581254115000001	0.273845636000001	0.0683440994999999	-0.814280855	0.410697243	0.4999654085	0.445794351	0.1832831935	0.3294903125	-0.1442411335	-0.402021205	-0.3761390245	-0.0472276055	-0.507116838	2.039281177	-0.3576914495	-0.5469763	-0.3947792575	-0.1356130115	-0.0834081210000001	-0.464887286	-0.269166935	0.3436334095	-0.455278694	1.511242258	-0.416286698	0.041744156	0.04633316	-0.078006699	-0.138524211	-0.432295244	-0.216013334	-0.393220988	-0.158632487	0.421853515	-0.10483652	-0.24549764	-0.332270818	-0.266056551	0.154141149	0.129860908	0.734603258	-0.6775267305	0.00151331850000003	1.759792579	-0.224700148	-0.228244642	0.764752017	-0.122993011	0.0391744679999999
NRG1|Heregulin	0.2223510075	-0.165228358	-0.2361844445	0.2672739995	-0.139918538	0.102871258	-0.1082448795	-0.2704672855	0.0140100189999998	-0.196592601	-0.4034957155	-0.2891927575	-0.347366446999999	-0.0166660065000002	-0.144047546	0.0508952779999998	0.2736195125	-0.191046613	-0.0806229025000001	-0.0221586525000002	-0.1251985695	-0.231548638	0.1223946745	0.3375460785	0.0989098449999999	-0.0037831020000002	-0.0642999385000002	0.177776914	0.1369456245	-0.0697363045000001	-0.0289817960000002	-0.0438286480000001	0.315776104	-0.2873633665	0.0650939919999999	0.274380485	0.075368484	0.122396802	0.014699047	0.00838516000000003	0.063547978	-0.108441081	-0.0485183	0.07468706	-0.028878145	0.32346601	0.217683132	-0.042817106	0.0120272360000001	0.017471041	-0.196748819	0.104205551	-0.28084007	0.1387629345	0.0460091794999998	0.00721138599999993	-0.00692201199999992	0.00650704099999999	-0.158915753	-0.0800581290000002	-0.27940671
IGFBP2|IGFBP2	-0.5629145265	-0.387922046	-0.2828834185	-0.5782182335	-0.125644432	-0.625884087	-0.4975143985	-0.0488684395	0.226923565	0	1.2887537845	0.3758451055	-0.240963675999999	-0.4378790655	0.041485985	-0.114157686	0.6456342965	-0.625762348	0.0902698235	-0.3386963845	-0.3552217295	0.375372544	0.0369223325	-0.3037094295	-0.534825287	0.284609921	-0.0525475454999999	-0.526508673	0.3629967305	-0.6320494145	-0.604734948	-0.332658865	-0.452240657	-0.4442226355	-0.398499975	0.393030346	0.378519957	0.0227858000000001	-0.256309324	-0.0754651	-0.036370398	-0.273157711	-0.173199136	0.312790583	0.00859103200000005	0.169028881	0.340626586	-0.137351642	-0.210631251	0.858744604	0.437404453	-0.770769419	-0.832691514	-0.0220455885	-0.2864706705	-0.240077815	-0.176242187	0.032012144	-0.343949629	-0.125187115	-0.230990283
INPP4B|INPP4B	-0.562454574500001	0.0127059629999997	-0.0906094325000001	-0.1870187995	0.0265970589999999	0.295501096	-0.1692159785	-0.1467112235	-0.105146238	-0.28039778	-0.5288355065	0.0059826934999998	-0.330466347999999	-0.0220469845000001	0.509824784	0.0249607159999999	0.5262138815	0.0416026599999997	0.0980733124999999	0.0797359215	0.0623053504999999	-0.0882072070000001	0.3394940025	-0.1771977885	0.59291709	0.0744886439999999	0.4456927785	0.221159348	0.4748086205	0.0839551344999999	-0.0133049010000001	0.00849579999999994	-0.157358434	-0.3183332855	0.209734651	0.0223553239999998	0.205040111	0.071502683	0.039279513	0.055415038	0.019571329	0.012093723	0.064535385	0.073851317	-0.063198038	0.101731749	0.30180282	-0.025526346	-0.00993209699999992	0.022388487	-0.357382946	-0.293658611	-0.311696947	0.1069741895	0.1626503745	-0.019883895	-0.101183809	0.119315097	-0.063203139	0.147867194	-0.258409044
IRS1|IRS1	-0.0224249999999997	-0.1824690385	-0.161367706	-0.152142864	-0.0697091625	-0.1000399925	0.089536401	-0.103816828	0.0540273975	-0.5202103835	-0.339737477	-0.30575143	-0.159067511499999	0.175735145	0.5492969335	-0.1215630325	0.160395104	-0.2509363555	0.087001317	0.095241268	-0.037573227	0.0256363835000001	0.281635055	-0.0761881080000001	0.2049490955	0.1608932615	0.0364380320000001	0.1100205545	0.0696345420000001	-0.04613081	-0.1700726775	-0.1552277325	0.3000915545	0.193220009	-0.0857791044999999	0.029293072	0.158823686	0.011791728	-0.064090606	0.083349027	-0.015329298	0.20914773	-0.032803235	0.0917643360000001	0.025525218	0.083719978	0.082609698	-0.077181869	-0.0182513559999999	0.019189874	0.1874525525	0.1727877985	-0.1477657555	-0.179257227	-0.011545269	0.022958633	0.0896033410000001	-0.024973808	0.021284049	0.0600567559999998	-0.2950914225
COPS5|JAB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.187637821	0.0449275499999999	0.449550178	-0.122098104	-0.00966031500000006	0.309262034	-0.0260369010000001	0.069908437	-0.118234016	0.0257451650000001	0.045644145	0.32321347	0.176299779	0.0956739610000001	-0.120433176	NA	NA	NA	NA	NA	-0.255719451	-0.0710657389999999	0.268491619	-0.203669689	0.145864242	NA
